3.66538,0.5787038,-3.45765,0,0,0
3.66538,0.5787038,-3.03261,0,0,0
3.66538,0.5787038,-2.607741,0,0,0
3.66538,0.5787038,-2.180301,0,0,0
3.66538,0.5787038,-1.753763,0,0,0
3.66538,0.5787038,-1.328599,0,0,0
3.66538,0.5787038,-0.9031576,0,0,0
3.66538,0.5787038,-0.4747961,0,0,0
3.66538,0.5787038,-0.04340884,0,0,0
3.66538,0.5787038,0.3812897,0,0,0
3.66538,0.5787038,0.8069953,0,0,0
3.66538,0.5787038,1.232966,0,0,0
3.66538,0.5787038,1.657745,0,0,0
3.66538,0.5787038,2.080891,0,0,0
3.66538,0.5787038,2.505749,0,0,0
3.66538,0.5787038,2.927747,0,0,0
3.66538,0.5787038,3.352101,0,0,0
4.371324,0.5787041,-3.238469,0,0,0
4.371324,0.5787041,-2.813429,0,0,0
4.371324,0.5787041,-2.388561,0,0,0
4.371324,0.5787041,-1.96112,0,0,0
4.371324,0.5787041,-1.534582,0,0,0
4.371324,0.5787041,-1.109419,0,0,0
4.371324,0.5787041,-0.6839768,0,0,0
4.371324,0.5787041,-0.2556153,0,0,0
4.371324,0.5787041,0.1757719,0,0,0
4.371324,0.5787041,0.6004702,0,0,0
4.371324,0.5787041,1.026176,0,0,0
4.371324,0.5787041,1.452147,0,0,0
4.371324,0.5787041,1.876926,0,0,0
4.371324,0.5787041,2.300071,0,0,0
4.371324,0.5787041,2.72493,0,0,0
4.371324,0.5787041,3.146928,0,0,0
4.371324,0.5787041,3.571281,0,0,0
4.371324,0.5787041,-3.664187,0,0.01978234,0
5.101776,0.5787037,-3.45765,0,-0.01978234,0
5.101776,0.5787037,-3.03261,0,0,0
5.101776,0.5787037,-2.607741,0,0,0
5.101776,0.5787037,-2.180301,0,0,0
5.101776,0.5787037,-1.753763,0,0,0
5.101776,0.5787037,-1.3286,0,0,0
5.101776,0.5787037,-0.9031578,0,0,0
5.101776,0.5787037,-0.4747963,0,0,0
5.101776,0.5787037,-0.04340909,0,0,0
5.101776,0.5787037,0.3812892,0,0,0
5.101776,0.5787037,0.806995,0,0,0
5.101776,0.5787037,1.232966,0,0,0
5.101776,0.5787037,1.657745,0,0,0
5.101776,0.5787037,2.080891,0,0,0
5.101776,0.5787037,2.505749,0,0,0
5.101776,0.5787037,2.927747,0,0,0
5.101776,0.5787037,3.352101,0,0,0
5.101776,0.5787037,-3.883368,0,0,0
5.837387,0.5787037,-3.238469,0,0,0
5.837387,0.5787037,-2.813429,0,0,0
5.837387,0.5787037,-2.388561,0,0,0
5.837387,0.5787037,-1.96112,0,0,0
5.837387,0.5787037,-1.534582,0,0,0
5.837387,0.5787037,-1.109419,0,0,0
5.837387,0.5787037,-0.6839768,0,0,0
5.837387,0.5787037,-0.2556153,0,0,0
5.837387,0.5787037,0.1757719,0,0,0
5.837387,0.5787037,0.6004702,0,0,0
5.837387,0.5787037,1.026176,0,0,0
