0.7823539,3.084045,3.850078,0,0,0
1.374781,3.084045,4.035647,0,39.27146,0
2.703232,3.084045,3.828817,0,5.407592,0
3.36987,3.084045,3.719761,0,43.43621,0
9.725489,3.560779,4.491904,0,54.69181,0
10.07353,3.573565,3.998088,0,45.26718,0
10.69783,3.572904,3.79866,0,69.05919,0
11.06168,3.560779,3.256727,0,55.12941,0
11.56026,3.573565,3.265684,0,44.89687,0
11.54704,3.572904,2.637786,0,68.74074,0
12.30504,3.573114,2.304187,0,65.70292,0
12.00072,3.560779,1.765675,0,75.16264,0
12.61579,3.570766,1.576395,0,88.83668,0
12.33194,3.560779,0.7981023,0,98.07427,0
12.82027,3.567617,0.9981619,0,108.4212,0
12.73127,3.562835,0.126398,0,131.2269,0
13.00525,3.567617,-0.6207473,0,107.4761,0
12.3228,3.560779,-0.7409006,0,116.8532,0
12.73127,3.562835,-1.424316,0,130.9292,0
12.80164,3.567617,-2.183005,0,107.8389,0
12.0926,3.560779,-1.980447,0,142.4318,0
12.15921,3.555449,-2.746825,0,165.3218,0
11.80764,3.560534,-3.403761,0,140.9857,0
10.86087,3.560779,-3.541379,0,150.323,0
11.13638,3.555449,-4.000581,0,164.9986,0
10.66385,3.560534,-4.57085,0,141.7616,0
9.992587,3.555449,-4.321801,0,167.3301,0
9.451524,3.555449,-4.699205,0,213.758,0
2.788472,3.084045,-3.973731,0,181.1433,0
2.157228,3.084045,-3.989751,0,213.4486,0
1.014386,3.072701,-3.886479,0,205.2553,0
0.3009305,3.084045,-4.408788,0,180.4558,0
12.15861,5.588598,-2.806499,0,152.7341,0
11.29646,5.595442,-2.250728,0,159.3054,0
12.34014,5.598768,-2.064997,0,124.765,0
11.7171,5.595442,-1.173017,0,131.7164,0
12.5435,5.598361,-1.405854,0,127.754,0
12.82297,5.603008,-0.5977236,0,102.7027,0
12.64751,5.600218,0.07808666,0,118.255,0
11.82804,5.595442,0.6480912,0,98.0845,0
12.62576,5.604488,0.8641434,0,94.35452,0
11.53981,5.595442,1.404373,0,108.4773,0
12.35437,5.603531,1.510207,0,100.1437,0
12.09204,5.607778,2.212545,0,65.16351,0
